code,description
1951,COMMON MIGRAINE SINCE 4 YEARS
1952,COMMON MIGRAINE SINCE 4 YEARS ON OFF / WORSENING SINCE 1 MONTH / MRI -IIH / CSF MANOMETRY NORMAL / FUNDUS NAD
1953,COMMON MIGRAINE SINCE 4-5 YEARS
1954,COMMON MIGRAINE SINCE 5 YEARS
1955,"COMMON MIGRAINE SINCE A YEAR ,WORSENED SINCE LAST 2-3 MONTHS"
1956,COMMON MIGRAINE SINCE FEW YEARS /RECENT EXACERBATION
1957,COMMON MIGRAINE SINCE MANY YEARS
7638,nil other
1958,COMMON MIGRAINE SINCE MANY YEARS /4-5 EPISODES PER MONTH
1959,COMMON MIGRAINE-5 YEARS
1960,COMPLEX PARTIAL EPILEPSY SINCE MANY YEARS / STILL HAS EPISODES / EACT SEMIOLOGY NOT KNOWN AS CURRENTLY NO EYE WITNESS
1961,CORTICAL VEIN THROMBOSIS /RT PARIETAL BLEED FOR FOLLOW UP
1962,CP WITH SPASTIC GAIT WITH FOOT DEFORMITY OPERATED IN 2011
1963,CREVICAL REDICULOPATHY LT UL /MRI CX SPINE DEC 18-CX SPOND
1964,"CSF tapping done in the past, no improvement"
1965,CVA / MRI BRAIN ACUTE LT BASAL GANGLIA INFARCT /RISK FACTOR HT
1966,CVA / VASCULAR DEMENTIA
1967,CVA /DM /RECENT MEMORY IMPAIREMENT /NUMBNESS OF THE LEGS
1968,CVA 2 YEARS BACK /RT ICA THROMBOSIS WITH RT VENTRICULAR THROMBUS THEN
1969,CVA IN 2002
1970,CVA IN 2008 / SCAR EPILEPSY / MRANGIO-NAD / LAST SEIZURE 2014 / OFF AED SINCE 5 YEARS
1971,CVA IN 2013 /FALL FROM BIKE /VERTIGO PERSISTENT SINCE LAST 10 DAYS INSPITE OF TREATMENT /CT BRAIN -CHRONIC ISCHEMIA
1972,CVA IN 2015
1973,CVA IN 2016.MILD COGNITIVE IMPAIREMENT
1974,CVA IN 2017 /CLD /TRAUMATIC BRAIN INJURY IN DEC 2019-SAH /MULTIPLE CONTUSIONS
1975,"CVA IN 2017/HT /NOW NEURALGIC PAIN IN LT V2 , V3 DISTRIBUTION OF LT TRIGEMINAL SINCE 2 MONTHS"
1976,CVA IN FEB / LT EYE BLINDNESS / CAROTID DOPPLER LT ICA THROMBUS
1977,CVA IN JUNE /RT THALAMIC INFARCT AND LT FRONTAL BLEED
1978,CVA WITH LV APICAL CLOT
1979,CVA WITH PD
1980,CVT / CRANIOTOMY DONE 6 MONTHS BACK / FINISHED 6 MONTHS OF WARFARIN
1981,CVT DIAGNOSED IN NOV 2019 AT SOLAPUR
1982,CVT FOLLOW UP /4 TH MONTH OF WARFARIN
1983,CVT IN 2016 / NOW  TREATMENT FOR DEADDICTION (ALCOHOL)
1984,"CVT IN 2017 ,LT FRONTOTEMPORAL CRANIOTOMY DONE ,SCAR EPILEPSY /UNDER TREATMENT OF DR RATHI SIR /REFERRAL FOR BOTOX  RT U"
1985,CVT IN 2017 /LT FRONTOTEMPORAL CRANIOTOMY DONE /REFERRAL FOR RT UL SPASTICITY
1986,CX /LUMBAR SPONDYLOSIS/ VERTIGO
1987,CX RADICULOPATHY LT UL
1988,CX RADICULOPATHY LT UL / LT HEMICRANIAL HEADACHE ?MIGRAINE /HYPOTHYROIDISM
1989,CX SPONDYLOSIS / CX RADICULOPATHY RT UL SINCE 6 MONTHS
1990,CX SPONDYLOSIS /LT FROZEN SHOULDER
1991,CYSTIC SWELLING ?LIPOMA ON THE LT MASTOID  CAUSING PAIN SINCE LAST 2-3 MONTHS
1992,DAILY HEADACHE -3 MONTHS
1993,Daytime drowsiness
1994,DECREASED VISION RT EYE SINCE 5 DAYS
1995,DEGENERATIVE DEMENTIA /FAMILY HISTORY POSITIVE / MRI -FRONTAL AND TEMPORAL LOBE ATROPHY
1996,DEGENERATIVE DEMENTIA SINCE 4 YEARS / WORSENING SINCE FEW WEEKS
1997,DEMENTIA +PARKINSONISM
1998,"DEMENTIA ,PARKINSONISM - 2 YEARS"
1999,DEMENTIA SINCE 2016
2000,DEMENTIA SINCE 3-4 YEARS / TREATMENT BY DR CHONKAR
2001,DEMENTIA SINCE FEW YEARS /RECENT WORSENING /ALREADY ON ADMENTA TREATED BY PSYCHIATRIST
2002,DEMENTIA UNDER EVALUATION
2003,DEMENTIA UNDER EVALUATION -1 YEAR /RECENT WORSENING
2004,DIABETIC NEUROPATHY
2005,DIABETIC NEUROPATHY -6 MONTHS
2006,DIABETIC NEUROPATHY / BIL CTS
3270,Choking sensation
2007,DIABETIC NEUROPATHY / PROXIMAL RADICULOPATHY / NCV -SENSORY MOTOR AXONAL NEUROPATHY
2008,diabetic/extrapyramidal/amnestic MCI
2009,DIAGNOSED AS SCHIZOPHRENIA AT NAIR HOSPITALSINCE 2016
2010,"DIAGNOSED TBM 18 JUNE / MRI BRAIN ON 23 JUNE LEPTOMENINGEAL ENHANCEMENT,LT PERITRIGONAL ENHANCEMENT /ON AKT , STEROIDS"
2011,DIFFICULTRY IN WALKING AND IMBALANCE
2012,DIFFICULTY IN WALKING -2 YEARS
2013,DIFFICULTY IN WALKING SINCE 1 YEAR / HOARSENESS OF VOICE AND DYSPHAGIA SINCE 2-3 MONTHS
2014,difficulty signing
2015,Difficulty speaking
2016,difficulty walking
2017,dimness of vision
2018,DISCOLOURATION OF 1 ST THREE FINGERS OF RT HAND -8 DAYS
2019,DISSEMINATED TB -PTB+CNS TB
2020,DISSEMINATED TB- LN + CNS
2021,DIZZINESS WITH EAR PAIN SINCE 2007 /NO HEADACHES /MRI BRAIN FEW YEARS BACK NORMAL /ENT OPINION TAKEN
2022,DM / NUMBNESS IN LOWER LIMBS SINCE FEW YEARS
2023,DM / PAIN AROUND THE RT PAROTID GLAND / ANT PART OF NECK AND RT CHEST SINCE LAST 2 YEARS/APPEARS ON WALKING AND SUBSIDES
2024,DM / RT LL PROXIMAL WEAKNESS SINCE 1 YEAR
2025,DM /HT /?HERPES ZOSTER ON THE SCALP FEW MONTHS BACK
2026,DM /HT /PARKINSONISM
2027,DM /PARASTHESIAS IN HANDS AND FEET
2028,DM SINCE 2008 / MILD PAIN IN LT S1 DISTRIBUTION SINCE 1 MONTH /AGGRAVATED SINCE 2 DAYS
2029,DM SINCE MANY YEARS /NUMBNESS IN FEET AND HANDS
2030,DM/ LT LL RADICULAR PAIN L5-S1 DISTRIBUTION
2031,DM/HT / LT MCA CVA 6 MONTHS BACK /NOW TIA 1 MONTH BACK
2032,DM/PAIN IN LL
2033,DM/PARASTHESIAS IN HANDS AND FEET
2034,DOPA RESPONSIVE DYSTONIA
2035,"DORSAL CORD MYELITIS / NMO , MOG NEGATIVE"
2036,DORSOLUMBAR BACKACHE SINCE 1 MONTH
2037,DRYNESS OF EYES SINCE 7-8 MONTHS /INTERMITTENT LOSS OF BALANCE SINCE THEN
2038,DVT RT LEG 2011 /SINCE THEN RT LL SWELLING
2039,DYSARTHRIA ON 14 FEB
2040,DYSARTHRIA SINCE 5 DAYS
2041,DYSARTHRIA/SLOWNESS OF ACTIVITIES /TREMOLOUSNESS OF LEGS
2042,DYSCOGNITIVE SEIZUREAS SINCE 17 YEARS OF AGE
2043,dysphagia and hoarseness
2044,DYSPHAGIA FOR SOLIDS SINCE 3 MONTHS /NOT FOR LIQUIDS
2045,"DYSPHAGIA FOR SOLIDS THAN LIQUIDS SINCE 3 ,ONTHS"
2046,DYSTONIC TREMOR /TORTICOLLIS (CHIN POINTING TO RIGHT)-7 YEARS
2047,END STAGE RENAL DISEASE
2048,EPILEPSY
2049,EPILEPSY -LT AMYGDALOID DYSPLASIA /NO SEIZURES SINCE 41/2 YEARS /ON LEVERA 500 MG BD
2050,EPILEPSY /OFF AED SINCE 2 YEARS / NOW BREAKTHROUGH SEIZURE
2051,EPILEPSY SINCE 1995
2052,"EPILEPSY SINCE 2002 / HEART BLOCK IN 2007 ,PPI DONE"
2053,EPILEPSY SINCE 2015 /MRI 2015-RT MTS
2054,EPILEPSY SINCE 2016
2055,EPILEPSY SINCE CHILDHOOD
2056,EPILEPSY SINCE CHILDHOOD -10 YEARS OF AGE
2057,EPILEPSY SINCE LAST 15 YEARS
4346,Fever with cold
2058,EPILEPSY SINCE LAST 5 YEARS / SEMIOLOGY GTC / NO SEIZURES SINCE LAST 8 MONTHS
2059,EPILEPTIC DROP ATTACKS / EEG -GEN DISCHARGES /ON DICORATW ER SINCE MARCH /NO EPISODES SINCE THEN
2060,episode of confused behaviour
2061,EPISODE OF FALL
2062,episode of fall few weeks back
2063,EPISODES OF DIZZINESS WITH UNRESPOSIVENESS / PT IS  AWARE OF SURROUNDINGS /DURATION FEW MINS TO 15-20 MINS
2064,"EPISODES OF EXTREME TIREDNESS , LETHARGY . DIFFICULTY IN WALKING LASTING FOR FEW HOURS TO FEW DAYS /ONSET SINCE FEW YEAR"
2065,EPISODES OF SUDDEN ONSET IMBALANCE WITH FALL SINCE LAST 3 MONTHS
2066,EPISODES OF SYNCOPE / PPI INSERTED / 1 EPISODE AFTER PPI AS WELL
2067,EPISODES OF TRANSIENT FAINTING SPELLS - 12 YEARS OF AGE
2068,EPISODES OF TRANSIENT UNCONSIOUS
2069,EPISODES OF TRANSIENT UROEB WITH PAIN TN THE BACK AND UL/LL SINCE FEW WEEKS
2070,"ESSENTIAL TREMOR RT >LT , FAMILY HISTORY PRESENT/HT ,DM"
2071,ESSENTIAL TREMOR UNDER TREATMENT WITH DR RIMA CHAUDHARY
2072,ESSENTIAL TREMOR-2 YEARS  / SIMILAR TREMORS IN ELDER BROTHER
2073,ESSENTIAL TREMORS
2074,ESSENTIAL TREMORS /FAMILY HISTORY NEG / TSH NORMAL /MRI BRAIN NAD /CERULOPLASMIN NORMAL /B12 -159
2075,ESSENTIAL TREMORS /FAMILY HISTORY POSITIVE
2076,ESSENTIAL TREMORS SINCE 5-6 YEARS
2077,ESSENTIAL TRMORS SINCE 15-20 YEARS
2078,extrapyramidal
2079,EXTRAPYRAMIDAL SYNDROME -IMBALANCE / FALLS / HOARSENESS OF VOICE / TREMORS SINCE 6 MONTHS
2080,FACIAL DIPLEGIA
2081,facial palsy
2082,FALL FROM BIKE ON SATURDAY /2 DAYS LATER PARASTHESIAS IN THE HANDS AND OCC IN FEET /DIABETIC
2083,FALL FROM CHAIR 1 WEEK BACK AND BPPV SINCE THEN
2084,FALL FROM THE STOOL 4 DAYS BACK /BIFRONTAL INTERMITTENT PAIN
2085,FEELING OF RESTLESSNESS / VIBRATORY FEELING / 1 EPISODE OF TEETH CLENCHING FOR FEW SECONDS
2086,"FEVER IN MAY /SINCE JUNE PERSONALITY CHANGES , ASKING FOR FOOD AGAIN AND AGAIN /GOING TO THE BATHROOM REPEATEDLY"
2087,fibromyalgia
2088,FIBROMYALGIAS / INTERMITTENT HEADACHES / NCS DONE FEW YEARS BACK NORMAL / NON DIABETIC / NO THYROID DISOR
2089,finished 9 months of akt
2090,FIRST EPISODE OF SEIZURE 2 WEEKS BACK IN SLEEP
2091,FOLLOW UP - PARKINSONISM
2092,FOLLOW UP -CVA /GIDDINESS AND IMBALANCE WHILE WALKING
2093,FOLLOW UP -MRI BRAIN /CX SPINE NAD /B12-122/STRESS RELATED SYMPTOMS / INSOMNIA / NO RELIEF WITH AMITONE
2094,FOLLOW UP -NO RELIEF /PAIN IN LOWER HALF OF THE FACE AND JAW
2095,FOLLOW UP /SYMPTOMATICALLY BETTER
2096,forgetful
2097,FORGETFULLNESS ONLY FOR NAMES SINCE 1 YEAR
2098,FORGETFULLNESS SINCE 4-5 DAYS
2099,frontal
2100,gait ataxia
2101,GAIT DISTURBANCES SINCE LAST 6 MONTHS
2102,GEN WEAKNESS / ABN SENSATION IN THE HEAD / OCC BLURRING /OPTHAL  NORMAL
2103,"GEN WEAKNESS /STRESSORS ,1 EPISODE OF NOT ABLE TO TALK TRANSIENTLY 4-5 DAYS BACK"
2104,ggh
2105,GIDDINESS AND HEADACHE /NECK PAIN SINCE FEW DAYS
2106,GIDDINESS AND HEAVINESS SINCE LAST 1 WEEK /SIMILAR EPISODES 2 YEARS BACK
2107,GIDDINESS AND IMBALANCE AND SINCE FEW MONTHS
2108,GIDDINESS AND IMBALANCE SINCE 2 YEARS /DECREASED HEARING SINCE 2 YEARS
2109,GIDDINESS AND IMBALANCE WHILE WALKING 1-2 MONTHS
2110,GIDDINESS FOLLOWED BY A FALL FOR FEW SECONDS SINCE LAST 2-3 MONTHS
2111,GIDDINESS FOLOWED BY FALL WHILE PASSING URINE TODAY MORNING
2112,GIDDINESS ON AND OFF SINCE 2-3 YEARS / NO HEADACHES
2113,GIDDINESS ON AND OFF SINCE 2WEEKS
2114,GIDDINESS SINCE 1 MONTH
2115,GIDDINESS SINCE 1 WEEK /ESSENTIAL TREMOR
2116,GIDDINESS SINCE 4-5 DAYS
2117,GIDDINESS SINCE LAST 2 WEEKS
2118,GLOBAL COGNITIVE IMPAIREMENT 7-8 MONTHS
2119,grip weakness
2120,GTC SINCE 1 YEAR OF AGE TILL 10 YEARS OF AGE
2121,GUSTATORY SWEATING /SWEATY PALMS AND FEET SINCE 20-25 YEARS
2122,H/O ?TIA IN MAY 2019  UNDER TREATMENT WITH DR BAVISKAR AT NASHIK
2123,H/O CNS TUBERCULOMAS IN 2009 /NOW CHEST PAIN MOSTLY AFTER EATING SINCE FEW MONTHS
2124,H/O CVA IN CHILDHOOD /GIDDINESS WITH FALL ON FRIDAY / CONFUSIONAL BEHAVIOUR
2125,H/O EPI;LEPSY
2126,h/o fall 1 month back
2127,"H/O FALL 7 DAYS BACK , SINCE THEN NOT ABLE TO WALK /CVA IN THE PAST / IHD / NON DIABETIC"
2128,H/O GBS / RECOVERED COMPLETELY /NOW FLICKERING OF RT EYELID
2129,H/O LT MCA STROKE IN APRIL 2019
2130,H/O OPERATED FOR CA PAPILLARY THYROID 2 YEARS BACK /SINCE THEN NUMBNESS PARASTHESIAS IN THE RT PERIMASTOID AND RT TEMPOR
2131,H/O RT CVA 21 YEARS BACK /NOW RT UL /LL MIN RIGIDITY AND BRADYKINESIA
2132,"HALLUCINATORY BEHAVIOUR /VISUOSPATIAL DISORIENTATION SINCE 7-8 MONTHS / SIMILAR HISTORY IN 2009 AFTER HEAD TRAUMA ,IMPRO"
2133,hand pain/tingling
2134,HEAD TRAUMA IN 2015 /SINCE THEN HEADACHE 2-3 TIMES IN A MONTH /CT BRAIN IN 2015 NORMAL
2135,HEAD TRAUMA YESTERDAY
2136,HEADACHE  SINCE 6 MONTHS
2137,HEADACHE -1 MONTH
2138,HEADACHE / LT FACIAL AND NECK PAIN
2139,HEADACHE /GIDDINESS SINCE 1 MONTH
2140,HEADACHE /GIDDINESS/IMBALANCE SINCE 1 YEAR
2141,HEADACHE /HEAVINESS OF HEAD /GIDDINESS
2142,HEADACHE /HEAVINESS SINCE FEB
2143,HEADACHE /NECK PAIN / SHUODER PAIN /UL /LL PAIN  SINCE 10 YEARS
2144,HEADACHE /NECK PAIN /CHEST PAIN SINCE FEW MONTHS
2145,HEADACHE /NECK PAIN SINCE 2-3 MONTHS
2146,HEADACHE /NECK PAIN/VERTIGO SINCE A FEW MONTHS
2147,HEADACHE AND DIPLOPIA SINCE 2-3 WEEKS
2148,HEADACHE AND GIDDINESS SINCE 1 MONTH
2149,HEADACHE AND GIDDINESS SINCE FEW MONTHS
2150,headache and imbalance
2151,HEADACHE AND NECK PAIN SINCE 1 YEAR
2152,HEADACHE AND NECK PAIN SINCE 6 MONTHS
2153,HEADACHE AND NECK PAIN SINCE LAST 3 WEEKS
2154,HEADACHE AND PARASTHESIAS SINCE FEW MONTHS
2155,HEADACHE AND POSITIONAL GIDDINESS LT /RT SINCE FEW DAYS
2156,HEADACHE AND POSITIONAL VERTIGO SINCE 1 YEAR / MRI BRAIN NORMAL /ON TRYPTOMER 10 MG HS
2157,HEADACHE AND VERTIGO
2158,HEADACHE AND VERTIGO  SINCE 1-2 MONTHS / PARASTHESIAS IN LL LT MORE THAN RT/DM+ HT+
2159,HEADACHE AND VERTIGO SINCE 4 MONTHS
2160,HEADACHE AND VERTIGO SINCE 4-5 DAYS / PAST HISTORY OF HJEADACHES AND GIDDINESS
2161,HEADACHE AND VERTIGOI SINCE 1 MONTH
2162,HEADACHE AT THE VERTEX SINCE 6 MONTHS / OCCURED 1-2 MONTHS AFTER TRAUMA TO THE HEAD /HEADACHES IN FATHER
2163,HEADACHE SINCE ;2-3 MONTHS
2164,HEADACHE SINCE 1 MONTH
2165,HEADACHE SINCE 1 WEEK
2166,HEADACHE SINCE 1 YEAR
2167,HEADACHE SINCE 2 MONTHS
2168,HEADACHE SINCE 2 WEEKS
2169,HEADACHE SINCE 2 YEARS
2170,HEADACHE SINCE 2 YEARS /NOW WORSENING SINCE FEW DAYS
2171,Headache since 2years
2172,HEADACHE SINCE 3 MONTHS/CNS EXAMINATION NORMAL
2173,HEADACHE SINCE 5 MONTHS
2174,Headache since 5 years
2175,HEADACHE SINCE 5 YEARS/RECENT WORSENING
2176,"HEADACHE SINCE 5-6 MONTHS / WORSENING SINCE 15 DAYS / ON HORMONAL TREATMENT ,TAKEN 1 MONTH BACK"
2177,HEADACHE SINCE 7-8 MONTHS
2178,HEADACHE SINCE A FEW MONTHS
2179,HEADACHE SINCE FEW YEARS / GIDDINESS SINCE 1 MONTH
2180,HEADACHE SINCE LAST 3 MONTHS / ?? DEPRESSIVE SYMPTOMS / STRESSORS
2181,HEADACHE SINCE LAST 7 DAYS
2182,HEADACHE WITH ALTERED BEHAVIOUR FOR 10-15 MINS -2 YEARS
2183,HEADACHES AND GIDDINESS AND TINNITUS SINCE FEW WEEKS
2184,HEAVINESS /NUMBNESS LT HALF OF THE TONGUE
2185,HEAVINESS AND INTERMITTENT HEADACHES ON AND OFF
2186,HEAVINESS AND PAIN IN THE HEAD / INSOMNIA - FEW MONTHS
2187,HEAVINESS AND PARASTHESIAS IN THE HEAD SINCE 2 WEEKS
2188,heaviness in both legs
2190,HEAVINESS IN HEAD SINCE 2 MONTHS
2191,HEAVINESS IN THE HEAD /GIDDINESS/ANXIETY/PALPITATIONS  SINCE 1 WEEK
2192,HEAVINESS IN THE HEAD /HEADACHE /VERTIGO SINCE 1 MONTH
2193,HEAVINESS IN THE HEAD /IMBALANCE WHILE WALKING
2194,HEAVINESS IN THE OCCIPITAL REGION SINCE 2 WEEKS
2195,HEAVINESS OF HEAD /TRANSIENT SENSE OF GIDDINESS SINCE LAST 2 MONTHS
2196,heaviness of head and mild giddiness since then
2197,HEAVINESS OF THE HEAD SINCE 2 WEEKS
2198,hemianopia
2199,HEMIFACIAL SPASM
2200,HEMISENSORY COMPLAINS
2201,HERPES ZOSTER LT V1 V2
2202,HERPES ZOSTER RT OCCIPUT /RT MASTOID RT HALF OF THE NECK 2 WEEKS BACK
2203,HOLOCRANIAL /BIFRONTAL HEADACHE SINCE LAST 6 MONTHS
2204,HOLOCRANIAL HEADACHE -7-8 MONTHS
2205,HOLOCRANIAL HEADACHE / GIDDINESS SINCE LAST 1 WEEK / HT
2206,HOLOCRANIAL HEADACHE /NECK PAIN SINCE 6 MONTHS
2207,HOLOCRANIAL HEADACHE DAILY FOR 1 MONTH
2208,HOLOCRANIAL HEADACHE IN THE 1 ST WEEK OF DECEMBER LASTING FOR 2 DAYS
2209,HOLOCRANIAL HEADACHE SINCE 1 MONTH
2210,"HOLOCRANIAL HEADACHE SINCE 1 MONTH ,INCREASED SINCE 1 WEEK"
2211,HOLOCRANIAL HEADACHE SINCE 1 WEEK
2212,HOLOCRANIAL HEADACHE SINCE 1 YEAR
2213,"HOLOCRANIAL HEADACHE SINCE 1 YEAR ,INCREASED SINCE LAST 3 MONTHS"
2214,HOLOCRANIAL HEADACHE SINCE 1 YEAR / NEGATIVE THOUGHTS
2215,HOLOCRANIAL HEADACHE SINCE 2 -3 WEEKS/K/C/O BA/BRONCHIECTASIS
2216,HOLOCRANIAL HEADACHE SINCE 2 WEEKS
2217,HOLOCRANIAL HEADACHE SINCE 4 DAYS
2218,HOLOCRANIAL HEADACHE SINCE 6 MONTHS
2219,HOLOCRANIAL HEADACHE SINCE FEW YEARS/NOW VERTIGO SINCE FEW DAYS
2220,HOLOCRANIAL HEADACHE SINCE LAST 1 MONTH
2221,HOLOCRANIAL HEADACHE SINCE LAST 2 MONTHS
2222,HOLOCRANIAL HEADACHE SINCE LAST 2 WEEKS
2223,HOLOCRANIAL HEADACHES SINCE LAST 2-3 MONTHS
2224,HOLOCRANIAL HEADACHES SINCE MORE THAN 1 YEAR/ TRIGGERING FACTORSLEEP DEPRIVATION
2225,"HT / 1 EPISODE OF TRANSIENT CONFUSION , DYSARTHRIA AND IMBALANCE 5 DAYS BACK"
2226,HT / GIDDINESS WITH RT UL /LL TINGLING SINCE 4 DAYS
2227,HT /DM / IRREGULAR TREATMENT / CONFUSIONAL BEHAVIOUR SINCE TODAY MORNING
2228,HT /DM / VERTIGO SINCE MORNING /NECK PAIN AND LOW BACK ACHE SINCE YESTERDAY/TITUBATION SINCE MANY YEARS
2229,HYPOTHYROIDISM /FIBROMYALGIAS /COMMON MIGRAINE
2230,IC  BLEED IN 2007 IN LT BASAL GANGLIA
2231,idiopathic epilepsy
2232,IGE UNDER RX WITH DR JOY DESAI SIR / 1 EPISODE OF BREAKTHROUGH SEIZURE 5 DAYS BACK
2233,IHD / HYPOTHYROID /DM
2234,IHD /ANGIOPLASTY DONE ON 29 JUNE /LT MCA INFARCT 1 WEEK BACK
2235,IHD /CABG /LT UL /LL TINGLING NUMBNESS SINCE 4 DAYS
2236,"IHD/COPD /2 WEEKS HISTORY OF GIDDINESS , IMBALANCE AND LT HAND TREMORS"
2237,IHD/DM / DIABETIC NEUROPATHY / ABNORMAL DISCOMFORT IN THE HEAD LASTING FOR FEW SECONDS
2238,IIH
2239,IIH IN 2017 /WAS ASYMPTOMATIC FOR THE PAST 6 MONTHS /NOW HEADACHE AND TVO /MRI -EMPTY SELLA/RESTARED DIAMOX ON OWN
2240,"IMBALANCE .,BLADDER INCINTINENCE- 1 YEAR"
2241,IMBALANCE MORE IN THE MORNING SINCE 2 MONTHS / DECREASED HEARING SINCE MANY YEARS
2242,IMBALANCE TO RT IN DEC 2019 /NOW POSITIONAL VERTIGO
2243,IMBALANCE TO THE LEFT WHILE WALKING-1 WEEK
2244,IMBALANCE TO THE RT SIDE /VERTIGO /VOMITING SINCE YESTERDAY NIGHT
2245,IMBALANCE WHILE STANDING /WALKING-2 MONTHS
2246,IMBALANCE WHILE WALKING -6 MONTHS
2247,IMBALANCE WHILE WALKING / POSITIONAL GIDDINESS SINCE FEW WEEKS
2248,IMBALANCE WHILE WALKING SINCE 1 MONTH
2249,IMBALANCE WHILE WALKING SINCE 2 WEEKS
2250,IMBALANCE WHILE WALKING SINCE 3 YEARS
2251,IMBALANCE WHILE WALKING SINCE 4-5 DAYS /FALL TODAY MORNING
2252,IMBALANCE WHILE WALKING SINCE A FEW WEEKS
2253,IMBALANCE WHILE WALKING SINCE FEW MONTHS
2254,inflammatory myopathy
2255,INFRACT
2256,"infrequent headaches since a few years,1 episode i"
2257,infrequent headaches since few years
2258,INSOMNIA /RESTLESNESS /ANXIETY
2259,INSOMNIA SINCE MANY MONTHS
2260,INSOMNIA/ANXIETY
2261,INTERMITTENT  TWITCHING OF RT LOWER EYELID FEW WEEKS
2262,INTERMITTENT BLURRING OF VISION SINCE FEW MONTHS
2263,INTERMITTENT BURNING SENSATION IN THE THIGHS / HANDS 2 WEEKS
2264,INTERMITTENT GIDDINESS
2265,INTERMITTENT GIDDINESS ON STANDING UP
2266,INTERMITTENT GIDDINESS SINCE 2 WEEKS /1 EPISODE OF FALL DUE TO GIDDINESS
2267,INTERMITTENT HEADACHES SINCE A FEW MONTHS
2268,INTERMITTENT HEADACHES SINCE FEW DAYS / SIMILAR HISTORY 1 YEAR BACK /HT / DM
2269,INTERMITTENT HEDACHE LASTING FOR FEW MINS / SHIFTING IN LOCATION - 4-5 MONTHS
2270,INTERMITTENT IMBALANCE FOE FEW SECONDS SINCE 1 YEAR / 1 EPISODE OF CONFUSION LASTING FOR BRIEF PERIOD 10 DAYS BACK
2271,INTERMITTENT IMBALANCE SINCE A FEW MONTHS
2272,INTERMITTENT IMBALANCE WHILE WALKING SINCE FEW MONTHS
2273,INTERMITTENT IMBALANCE/GIDDINESS AND HEAVINESS OF THE HEAD SINCE FEW WEEKS
2274,INTERMITTENT JERKY MOVTS OF THE BODY SINCE 2 YEARS
2275,INTERMITTENT LOSS OF BALANCE ON STANDING SINCE FEW MONTHS OR WHILE GETTING UP FROM THE BED
2276,INTERMITTENT NUMBNESS AND PARASTHESIAS IN THE LT HALF OF THE BODY SINCE YESTERDAY
2277,INTERMITTENT NUMBNESS IN HANDS AND LEGS AND HEADACHES SINCE A FEW MONTHS
2278,INTERMITTENT PAIN ALONG SHIN OF TIBIA RT LL-20 DAYS
2279,INTERMITTENT PARASETHESIAS IN HANDS /LEGS SINCE FEW WEEKS
2280,INTERMITTENT PARASTHESIAS IN THE HEAD SINCE FEW MONTHS
2281,INTERMITTENT PARASTHESIAS SOMETIMES IN LT HAND SOMETIME IN THE LT FOOT
2282,INTERMITTENT RT HEMICRANIAL HEADACHE SINCE FEW WEEKS
2283,INTERMITTENT SWELLING OF SCALP
2284,INTERMITTENT TWITCHING PERIORAL SOMETIMES LT /RT MORE SO DURING STRESS
2285,INTERMITTENT VERTIGO /HEADACHES TRIGERRED BY PERFUME-OCCASIONAL
2286,INTERMITTENT VERTIGO AND HEAVINESS OF HEAD SINCE A FEW MONTHS
2287,INTERMITTENT VERTIGO SINCE 1-2 MONTHS
2288,INTRACRANIAL BLEED
2289,INVOLUNTARY CONTRACTION OF RT FRONTALIS MUSCLE SINCE FEW MONTHS
2290,INVOLUNTARY LOWER JAW MOVEMENTS SINCE LAST 1 WEEK
2291,involuntary movements
2292,JERKY MOVEMENTS OF THE WHOLE BODY TODAY MORNING
2293,JUVENILE ABSENSE EPILEPSY
2294,K/C/O APLASTIC ANAEMIA /GOT HIT BY FOOTBALL ON THE HEAD 3 DAYS BACK
2295,K/C/O CA CRICOPHARYNX OPERATED IN 2017 /CURRENTLY UNDER TREATMENT WITH NEPHRO SERUM CREATININE -1.47
2296,K/C/O CHD /NUMBNESS ON THE LEFT SIDE OF THE BODY SINCE 2 DAYS
2297,K/C/O CHRONIC DEPRESSION /HT - HEADACHE SINCE LAST 6 MONTHS
2298,"K/C/O CKD /SHORT STEPPED GAIT /MAGNETIC,SHUFFLING GAIT"
2299,K/C/O CKD/DM/HT /ULNAR NEURITIS-NORMAL NCV ON PREGABALIN 50 MG HS
2300,K/C/O CNS DEMYELINATING DISORDER / PAIN IN RT UL AND LL
2301,K/C/O CRVO /GIDDINESS SINCE 2 MONTHS
2302,K/C/O CVT 2013
2303,K/C/O DEMENTIA
2304,K/C/O DEMENTIA SINCE FEW YEARS /DIABETIC NEUROPATHY /HT
2305,K/C/O DIABETES
2306,K/C/O DISSEMINATED TB - PTB +CNS TB
2307,K/C/O DM
2308,"K/C/O DM ,HT ,RENAL TRANSPLANT IN 2018/NOW IMBALANCE WHILE WALKING SINCE 1 MONTH"
2309,"K/C/O DM ,TINGLING SENSATION ANYWHRE IN THE BODY SINCE A FEW MONTHS"
2310,K/C/O DM -BURNING SENSATION IN SOLES /PAIN IN THE UL/LL SINCE 4-5 MONTHS
2311,"K/C/O DM -PAIN IN THE RT ANKLE JOINT ,POPLITEAL FOSSA AND BACK OF THIGH SINCE 2-3 WEEKS"
2312,"K/C/O DM / DYSARHTRIA ,FACIAL DEVIATION SINCE 10 DAYS"
2313,K/C/O DM /CVA LT HEMIPARESIS IN DEC 18/NO DETAILS AVAILABLE
